scenario,group,seed,pop,trait,n_gwas,rg,frac_shared_causal,n_pop,n_trait,rho_pheno,h2,method,phi_mode,phi,corr,time_s
rgfrac_rg0.4_f0.75,rg_frac_grid,12,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9209711835154871,50.8
rgfrac_rg0.4_f0.75,rg_frac_grid,12,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9109380474530423,75.5
rgfrac_rg0.4_f0.75,rg_frac_grid,12,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9319620482930663,50.8
rgfrac_rg0.4_f0.75,rg_frac_grid,12,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.8157115139030502,75.5
rgfrac_rg0.4_f0.75,rg_frac_grid,12,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8352717115637719,50.8
rgfrac_rg0.4_f0.75,rg_frac_grid,12,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.8057441126429936,75.5
rgfrac_rg0.4_f0.75,rg_frac_grid,12,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8634302321296463,50.8
rgfrac_rg0.4_f0.75,rg_frac_grid,12,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.922165352995353,72.4
rgfrac_rg0.4_f0.75,rg_frac_grid,12,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9267843909276559,49.7
rgfrac_rg0.4_f0.75,rg_frac_grid,12,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.919708003473836,72.4
rgfrac_rg0.4_f0.75,rg_frac_grid,12,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9299078789555578,49.7
rgfrac_rg0.4_f0.75,rg_frac_grid,12,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8379252408481267,72.4
rgfrac_rg0.4_f0.75,rg_frac_grid,12,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8437143331393041,49.7
rgfrac_rg0.4_f0.75,rg_frac_grid,12,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8323230438071112,72.4
rgfrac_rg0.4_f0.75,rg_frac_grid,12,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8566561720002616,49.7
rgfrac_rg0.4_f0.75,rg_frac_grid,13,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9170945288528136,75.4
rgfrac_rg0.4_f0.75,rg_frac_grid,13,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9438820775249402,50.6
rgfrac_rg0.4_f0.75,rg_frac_grid,13,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.919228635036525,75.4
rgfrac_rg0.4_f0.75,rg_frac_grid,13,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9420603758600585,50.6
rgfrac_rg0.4_f0.75,rg_frac_grid,13,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.8043776456959144,75.4
rgfrac_rg0.4_f0.75,rg_frac_grid,13,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8696270776337638,50.6
rgfrac_rg0.4_f0.75,rg_frac_grid,13,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.7909253965671158,75.4
rgfrac_rg0.4_f0.75,rg_frac_grid,13,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8582203762253138,50.6
rgfrac_rg0.4_f0.75,rg_frac_grid,13,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9289871198769981,72.5
rgfrac_rg0.4_f0.75,rg_frac_grid,13,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9401995219512256,50.5
rgfrac_rg0.4_f0.75,rg_frac_grid,13,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9294008245857279,72.5
rgfrac_rg0.4_f0.75,rg_frac_grid,13,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9404485765462233,50.5
rgfrac_rg0.4_f0.75,rg_frac_grid,13,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8368787282859212,72.5
rgfrac_rg0.4_f0.75,rg_frac_grid,13,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8683720692827013,50.5
rgfrac_rg0.4_f0.75,rg_frac_grid,13,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8269068156555289,72.5
rgfrac_rg0.4_f0.75,rg_frac_grid,13,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8595652941768068,50.5
rgfrac_rg0.4_f0.75,rg_frac_grid,14,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9192405715574637,75.1
rgfrac_rg0.4_f0.75,rg_frac_grid,14,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9376549578726436,50.4
rgfrac_rg0.4_f0.75,rg_frac_grid,14,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9233887455981121,75.1
rgfrac_rg0.4_f0.75,rg_frac_grid,14,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9381726825749097,50.4
rgfrac_rg0.4_f0.75,rg_frac_grid,14,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.8073717211625018,75.1
rgfrac_rg0.4_f0.75,rg_frac_grid,14,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8645792466832871,50.4
rgfrac_rg0.4_f0.75,rg_frac_grid,14,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.8092978557705823,75.1
rgfrac_rg0.4_f0.75,rg_frac_grid,14,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8616120479291379,50.4
rgfrac_rg0.4_f0.75,rg_frac_grid,14,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.926438452556875,71.0
rgfrac_rg0.4_f0.75,rg_frac_grid,14,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9355798675322456,49.7
rgfrac_rg0.4_f0.75,rg_frac_grid,14,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9315538503065004,71.0
rgfrac_rg0.4_f0.75,rg_frac_grid,14,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.933631632495959,49.7
rgfrac_rg0.4_f0.75,rg_frac_grid,14,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8310693667702781,71.0
rgfrac_rg0.4_f0.75,rg_frac_grid,14,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.861080141513368,49.7
rgfrac_rg0.4_f0.75,rg_frac_grid,14,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8376569840055169,71.0
rgfrac_rg0.4_f0.75,rg_frac_grid,14,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8560337423272372,49.7
rgfrac_rg0.4_f0.75,rg_frac_grid,15,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9237662898024468,73.0
rgfrac_rg0.4_f0.75,rg_frac_grid,15,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9485551780704475,49.1
rgfrac_rg0.4_f0.75,rg_frac_grid,15,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9105450481484596,73.0
rgfrac_rg0.4_f0.75,rg_frac_grid,15,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9361490311470861,49.1
rgfrac_rg0.4_f0.75,rg_frac_grid,15,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.8045642973227574,73.0
rgfrac_rg0.4_f0.75,rg_frac_grid,15,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8655464405602347,49.1
rgfrac_rg0.4_f0.75,rg_frac_grid,15,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.7998910327639314,73.0
rgfrac_rg0.4_f0.75,rg_frac_grid,15,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.882016904830408,49.1
rgfrac_rg0.4_f0.75,rg_frac_grid,15,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9328262333615204,70.8
rgfrac_rg0.4_f0.75,rg_frac_grid,15,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9486639874953327,49.3
rgfrac_rg0.4_f0.75,rg_frac_grid,15,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9230000109581293,70.8
rgfrac_rg0.4_f0.75,rg_frac_grid,15,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9399317473104738,49.3
rgfrac_rg0.4_f0.75,rg_frac_grid,15,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8292549165373747,70.8
rgfrac_rg0.4_f0.75,rg_frac_grid,15,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8555608571210321,49.3
rgfrac_rg0.4_f0.75,rg_frac_grid,15,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8452638482714441,70.8
rgfrac_rg0.4_f0.75,rg_frac_grid,15,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8806272246060911,49.3
rgfrac_rg0.4_f0.75,rg_frac_grid,16,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9092347361483849,74.0
rgfrac_rg0.4_f0.75,rg_frac_grid,16,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9238486684545578,49.8
rgfrac_rg0.4_f0.75,rg_frac_grid,16,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9196653516546198,74.0
rgfrac_rg0.4_f0.75,rg_frac_grid,16,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9437902330188156,49.8
rgfrac_rg0.4_f0.75,rg_frac_grid,16,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.8262893275152385,74.0
rgfrac_rg0.4_f0.75,rg_frac_grid,16,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8881048318739851,49.8
rgfrac_rg0.4_f0.75,rg_frac_grid,16,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.7959394364010348,74.0
rgfrac_rg0.4_f0.75,rg_frac_grid,16,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.853729835844012,49.8
rgfrac_rg0.4_f0.75,rg_frac_grid,16,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.918547518477444,71.6
rgfrac_rg0.4_f0.75,rg_frac_grid,16,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9238319378956822,49.9
rgfrac_rg0.4_f0.75,rg_frac_grid,16,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9285866794097136,71.6
rgfrac_rg0.4_f0.75,rg_frac_grid,16,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9409382277165406,49.9
rgfrac_rg0.4_f0.75,rg_frac_grid,16,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8636474094677408,71.6
rgfrac_rg0.4_f0.75,rg_frac_grid,16,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8812744022082796,49.9
rgfrac_rg0.4_f0.75,rg_frac_grid,16,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8303843772917475,71.6
rgfrac_rg0.4_f0.75,rg_frac_grid,16,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8474617591471917,49.9
rgfrac_rg0.4_f0.75,rg_frac_grid,17,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.913467006797145,74.5
rgfrac_rg0.4_f0.75,rg_frac_grid,17,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9336262118902353,50.0
rgfrac_rg0.4_f0.75,rg_frac_grid,17,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9239376710350009,74.5
rgfrac_rg0.4_f0.75,rg_frac_grid,17,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9461985382697001,50.0
rgfrac_rg0.4_f0.75,rg_frac_grid,17,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.7966156134756647,74.5
rgfrac_rg0.4_f0.75,rg_frac_grid,17,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8467474183289273,50.0
rgfrac_rg0.4_f0.75,rg_frac_grid,17,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.8076209876523726,74.5
rgfrac_rg0.4_f0.75,rg_frac_grid,17,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8649563446670644,50.0
rgfrac_rg0.4_f0.75,rg_frac_grid,17,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9251262003773005,72.2
rgfrac_rg0.4_f0.75,rg_frac_grid,17,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9423313176422767,50.2
rgfrac_rg0.4_f0.75,rg_frac_grid,17,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9349814403515337,72.2
rgfrac_rg0.4_f0.75,rg_frac_grid,17,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9474505067440725,50.2
rgfrac_rg0.4_f0.75,rg_frac_grid,17,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8313292820055717,72.2
rgfrac_rg0.4_f0.75,rg_frac_grid,17,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8385130869022647,50.2
rgfrac_rg0.4_f0.75,rg_frac_grid,17,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8336855196055845,72.2
rgfrac_rg0.4_f0.75,rg_frac_grid,17,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8564552755136855,50.2
rgfrac_rg0.4_f0.75,rg_frac_grid,18,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9084387934021841,72.9
rgfrac_rg0.4_f0.75,rg_frac_grid,18,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9273534782409824,49.0
rgfrac_rg0.4_f0.75,rg_frac_grid,18,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9155029537001318,72.9
rgfrac_rg0.4_f0.75,rg_frac_grid,18,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9354790106027658,49.0
rgfrac_rg0.4_f0.75,rg_frac_grid,18,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.7832103810047085,72.9
rgfrac_rg0.4_f0.75,rg_frac_grid,18,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8554340634107834,49.0
rgfrac_rg0.4_f0.75,rg_frac_grid,18,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.8116327530733286,72.9
rgfrac_rg0.4_f0.75,rg_frac_grid,18,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8769910171139651,49.0
rgfrac_rg0.4_f0.75,rg_frac_grid,18,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9192913089172317,70.2
rgfrac_rg0.4_f0.75,rg_frac_grid,18,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9314661671138157,49.1
rgfrac_rg0.4_f0.75,rg_frac_grid,18,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9206709980568302,70.2
rgfrac_rg0.4_f0.75,rg_frac_grid,18,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9369211735459033,49.1
rgfrac_rg0.4_f0.75,rg_frac_grid,18,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.814609768734565,70.2
rgfrac_rg0.4_f0.75,rg_frac_grid,18,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8571262122076327,49.1
rgfrac_rg0.4_f0.75,rg_frac_grid,18,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8424945098116502,70.2
rgfrac_rg0.4_f0.75,rg_frac_grid,18,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8675155818194276,49.1
rgfrac_rg0.4_f0.75,rg_frac_grid,19,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.92542913254899,74.2
rgfrac_rg0.4_f0.75,rg_frac_grid,19,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9381787290382,50.0
rgfrac_rg0.4_f0.75,rg_frac_grid,19,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9200818163624717,74.2
rgfrac_rg0.4_f0.75,rg_frac_grid,19,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.93767546831715,50.0
rgfrac_rg0.4_f0.75,rg_frac_grid,19,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.8153936725097866,74.2
rgfrac_rg0.4_f0.75,rg_frac_grid,19,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8617952406969115,50.0
rgfrac_rg0.4_f0.75,rg_frac_grid,19,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.8105718187744209,74.2
rgfrac_rg0.4_f0.75,rg_frac_grid,19,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8786205752363978,50.0
rgfrac_rg0.4_f0.75,rg_frac_grid,19,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9324356751305122,71.0
rgfrac_rg0.4_f0.75,rg_frac_grid,19,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.940351000146596,49.7
rgfrac_rg0.4_f0.75,rg_frac_grid,19,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9291440009393505,71.0
rgfrac_rg0.4_f0.75,rg_frac_grid,19,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9301422296782551,49.7
rgfrac_rg0.4_f0.75,rg_frac_grid,19,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8419161858531767,71.0
rgfrac_rg0.4_f0.75,rg_frac_grid,19,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8598380671947033,49.7
rgfrac_rg0.4_f0.75,rg_frac_grid,19,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8413045725958019,71.0
rgfrac_rg0.4_f0.75,rg_frac_grid,19,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8742290930715285,49.7
rgfrac_rg0.4_f0.75,rg_frac_grid,2,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9183104472694544,73.4
rgfrac_rg0.4_f0.75,rg_frac_grid,2,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9291966159857377,49.6
rgfrac_rg0.4_f0.75,rg_frac_grid,2,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9176710432335891,73.4
rgfrac_rg0.4_f0.75,rg_frac_grid,2,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9307309458064953,49.6
rgfrac_rg0.4_f0.75,rg_frac_grid,2,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.8026377209520662,73.4
rgfrac_rg0.4_f0.75,rg_frac_grid,2,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8457567490952187,49.6
rgfrac_rg0.4_f0.75,rg_frac_grid,2,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.8032366850405495,73.4
rgfrac_rg0.4_f0.75,rg_frac_grid,2,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8412826509746659,49.6
rgfrac_rg0.4_f0.75,rg_frac_grid,2,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9254248930182001,70.9
rgfrac_rg0.4_f0.75,rg_frac_grid,2,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9309345433302185,49.2
rgfrac_rg0.4_f0.75,rg_frac_grid,2,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9253843314158837,70.9
rgfrac_rg0.4_f0.75,rg_frac_grid,2,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9299943557466122,49.2
rgfrac_rg0.4_f0.75,rg_frac_grid,2,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8335869284037105,70.9
rgfrac_rg0.4_f0.75,rg_frac_grid,2,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8486868768639373,49.2
rgfrac_rg0.4_f0.75,rg_frac_grid,2,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8312481812593641,70.9
rgfrac_rg0.4_f0.75,rg_frac_grid,2,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8516470425357497,49.2
rgfrac_rg0.4_f0.75,rg_frac_grid,20,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.914279666276255,73.1
rgfrac_rg0.4_f0.75,rg_frac_grid,20,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9371965116212091,49.4
rgfrac_rg0.4_f0.75,rg_frac_grid,20,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9111884741011385,73.1
rgfrac_rg0.4_f0.75,rg_frac_grid,20,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9325139008316067,49.4
rgfrac_rg0.4_f0.75,rg_frac_grid,20,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.811033216655023,73.1
rgfrac_rg0.4_f0.75,rg_frac_grid,20,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8790950686997037,49.4
rgfrac_rg0.4_f0.75,rg_frac_grid,20,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.8090139879220785,73.1
rgfrac_rg0.4_f0.75,rg_frac_grid,20,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8603022942666613,49.4
rgfrac_rg0.4_f0.75,rg_frac_grid,20,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9241366076873195,70.4
rgfrac_rg0.4_f0.75,rg_frac_grid,20,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9373605027695306,49.1
rgfrac_rg0.4_f0.75,rg_frac_grid,20,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9213614299884204,70.4
rgfrac_rg0.4_f0.75,rg_frac_grid,20,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9355624400855975,49.1
rgfrac_rg0.4_f0.75,rg_frac_grid,20,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8481296475883391,70.4
rgfrac_rg0.4_f0.75,rg_frac_grid,20,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.884947401502642,49.1
rgfrac_rg0.4_f0.75,rg_frac_grid,20,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8365561826938609,70.4
rgfrac_rg0.4_f0.75,rg_frac_grid,20,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8602256690888332,49.1
rgfrac_rg0.4_f0.75,rg_frac_grid,21,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9152156899851466,73.7
rgfrac_rg0.4_f0.75,rg_frac_grid,21,EUR,0,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9389406517710788,49.7
rgfrac_rg0.4_f0.75,rg_frac_grid,21,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9216697429159569,73.7
rgfrac_rg0.4_f0.75,rg_frac_grid,21,EUR,1,20000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9390717792516436,49.7
rgfrac_rg0.4_f0.75,rg_frac_grid,21,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.8099511609254957,73.7
rgfrac_rg0.4_f0.75,rg_frac_grid,21,EAS,0,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8652365142156077,49.7
rgfrac_rg0.4_f0.75,rg_frac_grid,21,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.8035129217999786,73.7
rgfrac_rg0.4_f0.75,rg_frac_grid,21,EAS,1,3000,0.4,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8705704887116399,49.7
